날짜,발전기ID,운영상태,가동상태,최근점검일,다음점검예정일,발전기나이(년)
2023-09-27,GEN_002,정비중,운전,2023-09-07,2023-10-21,11
2023-09-27,GEN_003,정비중,정지,2023-09-17,2023-10-14,12
2023-09-27,GEN_004,정상운영,운전,2023-09-09,2023-10-17,11
2023-09-27,GEN_005,정상운영,대기,2023-09-01,2023-10-24,12
2023-09-27,GEN_006,정상운영,대기,2023-09-20,2023-10-23,10
2023-09-27,GEN_007,정상운영,운전,2023-09-07,2023-10-21,14
2023-09-27,GEN_008,정상운영,대기,2023-09-15,2023-10-18,12
2023-09-27,GEN_009,정상운영,운전,2023-09-17,2023-10-26,13
2023-09-27,GEN_010,정상운영,운전,2023-09-13,2023-10-20,4
2023-09-28,GEN_001,정상운영,운전,2023-09-04,2023-10-14,9
2023-09-28,GEN_002,점검중,대기,2023-09-01,2023-10-09,7
2023-09-28,GEN_003,정상운영,운전,2023-09-10,2023-10-23,12
2023-09-28,GEN_004,정상운영,대기,2023-09-17,2023-10-10,3
2023-09-28,GEN_005,정상운영,운전,2023-09-07,2023-10-23,7
2023-09-28,GEN_006,고장,정지,2023-09-20,2023-10-16,7
2023-09-28,GEN_007,정상운영,운전,2023-09-15,2023-10-26,6
2023-09-28,GEN_008,정상운영,운전,2023-09-17,2023-10-14,7
2023-09-28,GEN_009,정상운영,운전,2023-08-30,2023-10-27,14
2023-09-28,GEN_010,정비중,대기,2023-09-25,2023-10-18,11
2023-09-29,GEN_001,정상운영,정지,2023-09-02,2023-10-16,3
2023-09-29,GEN_002,정비중,정지,2023-09-16,2023-10-11,11
2023-09-29,GEN_003,정상운영,운전,2023-09-24,2023-10-21,14
2023-09-29,GEN_004,정상운영,운전,2023-09-23,2023-10-09,7
2023-09-29,GEN_005,정상운영,운전,2023-09-20,2023-10-19,6
2023-09-29,GEN_006,정상운영,운전,2023-08-31,2023-10-24,7
2023-09-29,GEN_007,정상운영,운전,2023-09-24,2023-10-16,5
2023-09-29,GEN_008,정상운영,운전,2023-09-20,2023-10-14,2
2023-09-29,GEN_009,정비중,운전,2023-09-27,2023-10-27,11
2023-09-29,GEN_010,정상운영,운전,2023-09-11,2023-10-22,14
2023-09-30,GEN_001,점검중,운전,2023-09-10,2023-10-27,4
2023-09-30,GEN_002,정상운영,운전,2023-09-24,2023-10-24,11
2023-09-30,GEN_003,정상운영,정지,2023-09-16,2023-10-15,9
2023-09-30,GEN_004,정상운영,운전,2023-09-10,2023-10-22,14
2023-09-30,GEN_005,정상운영,정지,2023-09-13,2023-10-27,6
2023-09-30,GEN_006,정상운영,운전,2023-09-22,2023-10-21,8
2023-09-30,GEN_007,정상운영,운전,2023-09-20,2023-10-26,7
2023-09-30,GEN_008,정비중,운전,2023-09-24,2023-10-10,4
2023-09-30,GEN_009,정상운영,운전,2023-09-13,2023-10-11,11
2023-09-30,GEN_010,정상운영,운전,2023-09-13,2023-10-14,12
2023-10-01,GEN_001,정상운영,운전,2023-09-26,2023-10-24,4
2023-10-01,GEN_002,정상운영,운전,2023-09-13,2023-10-12,6
2023-10-01,GEN_003,정상운영,운전,2023-09-04,2023-10-11,14
2023-10-01,GEN_004,정상운영,운전,2023-09-07,2023-10-30,5
2023-10-01,GEN_005,정상운영,운전,2023-09-06,2023-10-14,8
2023-10-01,GEN_006,정상운영,운전,2023-09-20,2023-10-11,13
2023-10-01,GEN_007,정비중,운전,2023-09-04,2023-10-18,13
2023-10-01,GEN_008,정상운영,정지,2023-09-06,2023-10-27,13
2023-10-01,GEN_009,정상운영,운전,2023-09-15,2023-10-18,2
2023-10-01,GEN_010,정상운영,운전,2023-09-21,2023-10-28,7
2023-10-02,GEN_001,정상운영,운전,2023-09-05,2023-10-27,8
2023-10-02,GEN_002,정상운영,운전,2023-09-13,2023-10-15,4
2023-10-02,GEN_003,점검중,운전,2023-09-17,2023-10-30,2
2023-10-02,GEN_004,정상운영,운전,2023-09-17,2023-10-16,2
2023-10-02,GEN_005,정상운영,운전,2023-09-12,2023-10-12,4
2023-10-02,GEN_006,정상운영,운전,2023-09-22,2023-10-21,11
2023-10-02,GEN_007,정상운영,대기,2023-09-22,2023-10-19,13
2023-10-02,GEN_008,정상운영,운전,2023-09-22,2023-10-24,7
2023-10-02,GEN_009,정상운영,운전,2023-09-15,2023-10-13,10
2023-10-02,GEN_010,정상운영,운전,2023-09-30,2023-10-25,10
2023-10-03,GEN_001,정상운영,운전,2023-09-05,2023-10-31,4
2023-10-03,GEN_002,정상운영,정지,2023-09-19,2023-10-26,11
2023-10-03,GEN_003,정상운영,운전,2023-09-28,2023-10-24,14
2023-10-03,GEN_004,정상운영,운전,2023-09-26,2023-10-27,12
2023-10-03,GEN_005,정상운영,운전,2023-09-09,2023-10-30,9
2023-10-03,GEN_006,정상운영,운전,2023-09-07,2023-10-30,5
2023-10-03,GEN_007,정상운영,운전,2023-10-02,2023-10-28,5
2023-10-03,GEN_008,점검중,운전,2023-10-02,2023-10-20,6
2023-10-03,GEN_009,정상운영,운전,2023-09-16,2023-10-29,8
2023-10-03,GEN_010,정상운영,정지,2023-09-25,2023-10-27,14
2023-10-04,GEN_001,정상운영,운전,2023-09-15,2023-10-21,11
2023-10-04,GEN_002,정상운영,운전,2023-09-29,2023-10-28,9
2023-10-04,GEN_003,점검중,대기,2023-10-02,2023-10-23,5
2023-10-04,GEN_004,정상운영,운전,2023-09-30,2023-10-16,7
2023-10-04,GEN_005,점검중,대기,2023-09-23,2023-10-20,5
2023-10-04,GEN_006,정상운영,운전,2023-09-17,2023-10-16,11
2023-10-04,GEN_007,정상운영,운전,2023-10-01,2023-10-27,3
2023-10-04,GEN_008,정상운영,운전,2023-09-12,2023-11-02,6
2023-10-04,GEN_009,정상운영,대기,2023-09-21,2023-10-14,10
2023-10-04,GEN_010,정상운영,운전,2023-09-10,2023-10-18,4
2023-10-05,GEN_001,정상운영,운전,2023-09-21,2023-11-02,3
2023-10-05,GEN_002,정상운영,대기,2023-09-12,2023-10-27,14
2023-10-05,GEN_003,정상운영,정지,2023-10-01,2023-10-30,6
2023-10-05,GEN_004,정상운영,운전,2023-10-02,2023-10-17,9
2023-10-05,GEN_005,정상운영,대기,2023-09-12,2023-11-01,13
2023-10-05,GEN_006,정상운영,운전,2023-09-13,2023-10-19,4
2023-10-05,GEN_007,점검중,운전,2023-09-12,2023-10-17,3
2023-10-05,GEN_008,고장,대기,2023-10-01,2023-10-17,12
2023-10-05,GEN_009,정상운영,운전,2023-09-25,2023-10-17,4
2023-10-05,GEN_010,정비중,운전,2023-09-20,2023-10-19,4
2023-10-06,GEN_001,정상운영,운전,2023-10-04,2023-10-19,3
2023-10-06,GEN_002,점검중,운전,2023-09-24,2023-10-26,9
2023-10-06,GEN_003,정상운영,운전,2023-09-12,2023-10-22,4
2023-10-06,GEN_004,정상운영,정지,2023-10-02,2023-10-23,7
2023-10-06,GEN_005,정상운영,대기,2023-09-19,2023-10-27,6
2023-10-06,GEN_006,정상운영,운전,2023-10-05,2023-10-29,3
2023-10-06,GEN_007,정상운영,정지,2023-09-30,2023-10-17,2
2023-10-06,GEN_008,정상운영,정지,2023-09-15,2023-10-21,9
2023-10-06,GEN_009,정상운영,운전,2023-09-12,2023-10-21,2
2023-10-06,GEN_010,정상운영,운전,2023-09-21,2023-10-25,3
2023-10-07,GEN_001,정상운영,운전,2023-09-18,2023-10-22,5
2023-10-07,GEN_002,정상운영,대기,2023-09-24,2023-10-29,6
2023-10-07,GEN_003,정상운영,운전,2023-09-19,2023-10-30,10
2023-10-07,GEN_004,정상운영,운전,2023-10-02,2023-10-24,11
2023-10-07,GEN_005,정비중,대기,2023-09-29,2023-11-04,12
2023-10-07,GEN_006,정상운영,운전,2023-10-02,2023-10-30,4
2023-10-07,GEN_007,정상운영,운전,2023-09-18,2023-10-30,6
2023-10-07,GEN_008,정상운영,운전,2023-09-08,2023-11-04,7
2023-10-07,GEN_009,정상운영,운전,2023-09-27,2023-10-19,9
2023-10-07,GEN_010,정상운영,운전,2023-09-16,2023-11-02,5
2023-10-08,GEN_001,정상운영,정지,2023-10-03,2023-10-18,7
2023-10-08,GEN_002,정상운영,운전,2023-09-15,2023-10-21,13
2023-10-08,GEN_003,정상운영,운전,2023-10-04,2023-10-20,9
2023-10-08,GEN_004,정상운영,대기,2023-09-18,2023-10-30,9
2023-10-08,GEN_005,정상운영,운전,2023-09-13,2023-10-30,13
2023-10-08,GEN_006,고장,운전,2023-09-28,2023-10-24,2
2023-10-08,GEN_007,정상운영,대기,2023-09-12,2023-10-18,2
2023-10-08,GEN_008,정상운영,대기,2023-09-25,2023-10-18,12
2023-10-08,GEN_009,정상운영,운전,2023-09-11,2023-11-01,9
2023-10-08,GEN_010,정비중,운전,2023-10-05,2023-10-23,11
2023-10-09,GEN_001,정상운영,운전,2023-10-02,2023-11-05,13
2023-10-09,GEN_002,정상운영,운전,2023-09-22,2023-11-04,5
2023-10-09,GEN_003,정상운영,운전,2023-09-19,2023-10-29,11
2023-10-09,GEN_004,정상운영,운전,2023-09-22,2023-10-26,4
2023-10-09,GEN_005,정상운영,운전,2023-09-29,2023-10-22,14
2023-10-09,GEN_006,점검중,운전,2023-09-25,2023-11-07,14
2023-10-09,GEN_007,정상운영,운전,2023-09-16,2023-10-31,6
2023-10-09,GEN_008,고장,정지,2023-10-05,2023-10-19,7
2023-10-09,GEN_009,정비중,운전,2023-09-16,2023-11-05,4
2023-10-09,GEN_010,정상운영,정지,2023-09-11,2023-10-21,13
2023-10-10,GEN_001,정상운영,운전,2023-09-22,2023-10-27,5
2023-10-10,GEN_002,정상운영,운전,2023-10-07,2023-11-03,9
2023-10-10,GEN_003,정상운영,대기,2023-10-08,2023-10-26,8
2023-10-10,GEN_004,정상운영,정지,2023-09-17,2023-11-08,4
2023-10-10,GEN_005,정상운영,대기,2023-09-14,2023-10-20,11
2023-10-10,GEN_006,정상운영,운전,2023-10-03,2023-10-26,6
2023-10-10,GEN_007,정상운영,운전,2023-09-25,2023-10-22,9
2023-10-10,GEN_008,정상운영,운전,2023-09-16,2023-10-24,8
2023-10-10,GEN_009,정상운영,운전,2023-10-05,2023-10-25,9
2023-10-10,GEN_010,정상운영,운전,2023-09-17,2023-10-22,9
2023-10-11,GEN_001,정상운영,운전,2023-10-08,2023-10-25,4
2023-10-11,GEN_002,점검중,정지,2023-10-07,2023-10-23,13
2023-10-11,GEN_003,정상운영,운전,2023-09-13,2023-10-25,12
2023-10-11,GEN_004,정상운영,대기,2023-10-04,2023-10-29,6
2023-10-11,GEN_005,정비중,운전,2023-09-30,2023-11-07,14
2023-10-11,GEN_006,정상운영,운전,2023-09-20,2023-10-21,4
2023-10-11,GEN_007,정상운영,정지,2023-09-19,2023-11-04,10
2023-10-11,GEN_008,정상운영,운전,2023-10-03,2023-10-23,6
2023-10-11,GEN_009,정상운영,운전,2023-09-21,2023-11-05,14
2023-10-11,GEN_010,정상운영,운전,2023-09-14,2023-10-24,4
2023-10-12,GEN_001,정상운영,운전,2023-09-24,2023-11-05,7
2023-10-12,GEN_002,정상운영,운전,2023-10-02,2023-11-09,7
2023-10-12,GEN_003,정비중,대기,2023-10-02,2023-11-08,2
2023-10-12,GEN_004,정상운영,운전,2023-10-06,2023-10-27,14
2023-10-12,GEN_005,정상운영,운전,2023-09-27,2023-10-25,10
2023-10-12,GEN_006,정상운영,정지,2023-10-11,2023-10-30,4
2023-10-12,GEN_007,정상운영,대기,2023-09-19,2023-10-22,12
2023-10-12,GEN_008,정상운영,정지,2023-09-22,2023-10-25,2
2023-10-12,GEN_009,정상운영,운전,2023-09-18,2023-10-22,11
2023-10-12,GEN_010,정비중,대기,2023-09-26,2023-10-23,6
2023-10-13,GEN_001,정상운영,운전,2023-09-15,2023-11-06,5
2023-10-13,GEN_002,정상운영,운전,2023-10-11,2023-11-04,6
2023-10-13,GEN_003,정상운영,운전,2023-10-04,2023-10-25,10
2023-10-13,GEN_004,정상운영,운전,2023-09-24,2023-11-07,11
2023-10-13,GEN_005,정상운영,운전,2023-10-06,2023-11-03,5
2023-10-13,GEN_006,정상운영,운전,2023-10-11,2023-10-29,9
2023-10-13,GEN_007,정상운영,운전,2023-10-09,2023-10-30,7
2023-10-13,GEN_008,정상운영,운전,2023-09-16,2023-11-07,2
2023-10-13,GEN_009,정상운영,운전,2023-09-17,2023-10-24,13
2023-10-13,GEN_010,정상운영,운전,2023-09-19,2023-11-09,14
2023-10-14,GEN_001,정상운영,운전,2023-09-22,2023-10-29,9
2023-10-14,GEN_002,정상운영,운전,2023-09-27,2023-10-24,14
2023-10-14,GEN_003,정상운영,운전,2023-10-12,2023-10-28,11
2023-10-14,GEN_004,정상운영,대기,2023-09-18,2023-10-27,5
2023-10-14,GEN_005,정상운영,운전,2023-09-26,2023-11-07,6
2023-10-14,GEN_006,정상운영,정지,2023-09-30,2023-11-08,10
2023-10-14,GEN_007,정상운영,운전,2023-09-27,2023-11-12,14
2023-10-14,GEN_008,정상운영,운전,2023-10-04,2023-10-28,8
2023-10-14,GEN_009,정상운영,운전,2023-09-27,2023-11-05,9
2023-10-14,GEN_010,정상운영,운전,2023-10-07,2023-10-25,5
2023-10-15,GEN_001,정상운영,운전,2023-09-22,2023-11-08,10
2023-10-15,GEN_002,정상운영,운전,2023-10-10,2023-11-01,9
2023-10-15,GEN_003,점검중,운전,2023-09-24,2023-10-31,11
2023-10-15,GEN_004,고장,운전,2023-10-14,2023-10-25,2
2023-10-15,GEN_005,정상운영,운전,2023-09-26,2023-10-27,3
2023-10-15,GEN_006,정비중,운전,2023-10-01,2023-10-31,4
2023-10-15,GEN_007,정상운영,운전,2023-09-29,2023-11-02,11
2023-10-15,GEN_008,정상운영,운전,2023-09-22,2023-11-13,9
2023-10-15,GEN_009,정상운영,운전,2023-10-11,2023-11-08,3
2023-10-15,GEN_010,정비중,운전,2023-10-14,2023-11-13,2
2023-10-16,GEN_001,정상운영,운전,2023-10-14,2023-11-07,5
2023-10-16,GEN_002,정상운영,운전,2023-10-08,2023-11-11,12
2023-10-16,GEN_003,정상운영,운전,2023-10-10,2023-11-05,12
2023-10-16,GEN_004,정상운영,운전,2023-09-29,2023-11-13,2
2023-10-16,GEN_005,점검중,대기,2023-09-19,2023-11-11,4
2023-10-16,GEN_006,정상운영,대기,2023-09-21,2023-11-05,13
2023-10-16,GEN_007,정상운영,대기,2023-10-08,2023-11-09,4
2023-10-16,GEN_008,정상운영,정지,2023-10-01,2023-11-02,3
2023-10-16,GEN_009,정상운영,운전,2023-10-09,2023-10-31,12
2023-10-16,GEN_010,정상운영,운전,2023-10-15,2023-10-27,8
2023-10-17,GEN_001,정상운영,운전,2023-10-14,2023-11-05,10
2023-10-17,GEN_002,정상운영,운전,2023-09-28,2023-10-29,14
2023-10-17,GEN_003,정상운영,운전,2023-10-01,2023-10-29,2
2023-10-17,GEN_004,점검중,운전,2023-10-16,2023-11-04,14
2023-10-17,GEN_005,정상운영,정지,2023-09-23,2023-11-10,10
2023-10-17,GEN_006,정상운영,운전,2023-10-11,2023-11-10,7
2023-10-17,GEN_007,정상운영,운전,2023-10-16,2023-11-02,9
2023-10-17,GEN_008,정상운영,운전,2023-09-23,2023-11-11,12
2023-10-17,GEN_009,정상운영,운전,2023-09-23,2023-11-11,8
2023-10-17,GEN_010,점검중,운전,2023-09-26,2023-11-10,6
2023-10-18,GEN_001,점검중,운전,2023-10-03,2023-11-11,12
2023-10-18,GEN_002,정상운영,운전,2023-09-28,2023-10-29,9
2023-10-18,GEN_003,정상운영,운전,2023-10-03,2023-11-08,9
2023-10-18,GEN_004,점검중,정지,2023-10-13,2023-11-06,4
2023-10-18,GEN_005,정상운영,운전,2023-10-02,2023-10-30,7
2023-10-18,GEN_006,정상운영,운전,2023-10-02,2023-11-11,4
2023-10-18,GEN_007,정비중,운전,2023-10-09,2023-11-07,8
2023-10-18,GEN_008,정상운영,운전,2023-10-14,2023-11-09,9
2023-10-18,GEN_009,정상운영,정지,2023-09-26,2023-11-04,9
2023-10-18,GEN_010,정상운영,운전,2023-10-05,2023-11-02,10
2023-10-19,GEN_001,정상운영,운전,2023-10-03,2023-11-07,4
2023-10-19,GEN_002,정상운영,운전,2023-09-23,2023-11-04,6
2023-10-19,GEN_003,점검중,운전,2023-09-25,2023-11-08,6
2023-10-19,GEN_004,정상운영,대기,2023-09-22,2023-11-01,10
2023-10-19,GEN_005,정상운영,대기,2023-09-22,2023-11-16,13
2023-10-19,GEN_006,정상운영,운전,2023-09-21,2023-11-03,10
2023-10-19,GEN_007,정상운영,운전,2023-10-13,2023-11-08,7
2023-10-19,GEN_008,정상운영,정지,2023-10-05,2023-11-15,10
2023-10-19,GEN_009,정상운영,운전,2023-10-11,2023-11-14,10
2023-10-19,GEN_010,정상운영,운전,2023-09-26,2023-11-12,8
2023-10-20,GEN_001,정상운영,운전,2023-10-08,2023-11-06,5
2023-10-20,GEN_002,정상운영,대기,2023-09-28,2023-11-09,9
2023-10-20,GEN_003,정상운영,운전,2023-10-02,2023-11-04,4
2023-10-20,GEN_004,정상운영,운전,2023-10-14,2023-11-16,3
2023-10-20,GEN_005,정상운영,운전,2023-10-09,2023-11-05,10
2023-10-20,GEN_006,점검중,운전,2023-10-09,2023-11-01,6
2023-10-20,GEN_007,고장,운전,2023-10-02,2023-11-03,2
2023-10-20,GEN_008,정상운영,정지,2023-10-04,2023-11-03,7
2023-10-20,GEN_009,정상운영,운전,2023-09-25,2023-11-13,8
2023-10-20,GEN_010,정상운영,정지,2023-10-07,2023-11-04,10
2023-10-21,GEN_001,정상운영,정지,2023-10-10,2023-11-02,3
2023-10-21,GEN_002,정상운영,운전,2023-10-13,2023-11-14,3
2023-10-21,GEN_003,정상운영,운전,2023-10-02,2023-11-12,8
2023-10-21,GEN_004,정상운영,운전,2023-10-01,2023-11-03,3
2023-10-21,GEN_005,정상운영,운전,2023-09-25,2023-11-19,10
2023-10-21,GEN_006,정상운영,운전,2023-09-23,2023-11-12,14
2023-10-21,GEN_007,정비중,운전,2023-10-12,2023-10-31,12
2023-10-21,GEN_008,정상운영,정지,2023-10-16,2023-11-18,6
2023-10-21,GEN_009,정상운영,운전,2023-10-08,2023-11-07,9
2023-10-21,GEN_010,정상운영,운전,2023-10-13,2023-11-06,14
2023-10-22,GEN_001,정상운영,운전,2023-10-01,2023-11-06,11
2023-10-22,GEN_002,정상운영,운전,2023-10-08,2023-11-14,5
2023-10-22,GEN_003,정비중,운전,2023-10-20,2023-11-06,8
2023-10-22,GEN_004,정상운영,운전,2023-09-26,2023-11-16,14
2023-10-22,GEN_005,정상운영,운전,2023-09-27,2023-11-08,14
2023-10-22,GEN_006,정상운영,정지,2023-10-19,2023-11-19,4
2023-10-22,GEN_007,정상운영,운전,2023-09-29,2023-11-10,5
2023-10-22,GEN_008,정상운영,운전,2023-09-23,2023-11-20,9
2023-10-22,GEN_009,정상운영,운전,2023-09-23,2023-11-03,8
2023-10-22,GEN_010,정상운영,운전,2023-10-02,2023-11-16,8
2023-10-23,GEN_001,정상운영,운전,2023-10-15,2023-11-05,5
2023-10-23,GEN_002,정상운영,정지,2023-10-10,2023-11-19,11
2023-10-23,GEN_003,정상운영,운전,2023-09-25,2023-11-05,11
2023-10-23,GEN_004,정상운영,운전,2023-10-07,2023-11-02,11
2023-10-23,GEN_005,정상운영,운전,2023-09-27,2023-11-03,5
2023-10-23,GEN_006,정상운영,정지,2023-10-18,2023-11-09,10
2023-10-23,GEN_007,정상운영,운전,2023-10-19,2023-11-17,3
2023-10-23,GEN_008,점검중,대기,2023-09-30,2023-11-10,12
2023-10-23,GEN_009,정상운영,정지,2023-10-15,2023-11-21,12
2023-10-23,GEN_010,정상운영,운전,2023-09-30,2023-11-04,10
2023-10-24,GEN_001,정상운영,운전,2023-10-11,2023-11-19,3
2023-10-24,GEN_002,정상운영,대기,2023-09-26,2023-11-06,3
2023-10-24,GEN_003,고장,운전,2023-09-28,2023-11-04,14
2023-10-24,GEN_004,정상운영,운전,2023-09-29,2023-11-05,4
2023-10-24,GEN_005,정상운영,운전,2023-09-30,2023-11-09,10
2023-10-24,GEN_006,정상운영,운전,2023-09-25,2023-11-19,6
2023-10-24,GEN_007,정상운영,운전,2023-10-13,2023-11-08,14
2023-10-24,GEN_008,정상운영,정지,2023-10-13,2023-11-10,11
2023-10-24,GEN_009,정상운영,운전,2023-10-11,2023-11-14,4
2023-10-24,GEN_010,정상운영,운전,2023-10-22,2023-11-10,12
2023-10-25,GEN_001,정상운영,운전,2023-10-10,2023-11-15,10
2023-10-25,GEN_002,정상운영,운전,2023-10-19,2023-11-12,8
2023-10-25,GEN_003,정상운영,운전,2023-10-11,2023-11-08,4
2023-10-25,GEN_004,정상운영,운전,2023-10-05,2023-11-04,8
2023-10-25,GEN_005,정상운영,대기,2023-10-07,2023-11-23,7
2023-10-25,GEN_006,정비중,운전,2023-10-15,2023-11-18,12
2023-10-25,GEN_007,정상운영,운전,2023-10-12,2023-11-04,8
2023-10-25,GEN_008,정상운영,운전,2023-09-30,2023-11-14,3
2023-10-25,GEN_009,정상운영,운전,2023-09-27,2023-11-23,9
2023-10-25,GEN_010,정상운영,운전,2023-10-06,2023-11-10,12
2023-10-26,GEN_001,정상운영,운전,2023-10-25,2023-11-06,9
2023-10-26,GEN_002,정상운영,운전,2023-10-09,2023-11-06,7
2023-10-26,GEN_003,정상운영,운전,2023-10-04,2023-11-11,4
2023-10-26,GEN_004,정상운영,운전,2023-10-25,2023-11-06,10
2023-10-26,GEN_005,정상운영,대기,2023-10-08,2023-11-19,9
2023-10-26,GEN_006,정상운영,운전,2023-10-09,2023-11-23,2
2023-10-26,GEN_007,정상운영,운전,2023-10-22,2023-11-07,14
2023-10-26,GEN_008,정비중,정지,2023-10-23,2023-11-23,3
2023-10-26,GEN_009,정상운영,운전,2023-10-19,2023-11-17,13
2023-10-26,GEN_010,정상운영,운전,2023-10-19,2023-11-15,8
2023-10-27,GEN_001,정상운영,정지,2023-10-03,2023-11-06,4
2023-10-27,GEN_002,정상운영,운전,2023-10-20,2023-11-13,8
2023-10-27,GEN_003,정상운영,운전,2023-09-29,2023-11-08,13
2023-10-27,GEN_004,정상운영,정지,2023-09-30,2023-11-16,9
2023-10-27,GEN_005,점검중,정지,2023-10-14,2023-11-15,8
2023-10-27,GEN_006,정상운영,대기,2023-10-18,2023-11-19,10
2023-10-27,GEN_007,정상운영,운전,2023-10-23,2023-11-06,8
2023-10-27,GEN_008,정상운영,정지,2023-10-02,2023-11-11,4
2023-10-27,GEN_009,점검중,정지,2023-10-15,2023-11-15,13
2023-10-27,GEN_010,정상운영,운전,2023-10-26,2023-11-13,8
2023-10-28,GEN_001,정상운영,운전,2023-10-05,2023-11-26,11
2023-10-28,GEN_002,정상운영,운전,2023-10-26,2023-11-09,3
2023-10-28,GEN_003,정비중,정지,2023-10-14,2023-11-14,10
2023-10-28,GEN_004,정상운영,운전,2023-10-19,2023-11-15,13
2023-10-28,GEN_005,정상운영,운전,2023-09-30,2023-11-12,12
2023-10-28,GEN_006,정상운영,운전,2023-10-02,2023-11-17,9
2023-10-28,GEN_007,고장,운전,2023-10-24,2023-11-21,4
2023-10-28,GEN_008,정상운영,운전,2023-10-21,2023-11-21,14
2023-10-28,GEN_009,정상운영,운전,2023-09-30,2023-11-13,12
2023-10-28,GEN_010,정상운영,운전,2023-10-21,2023-11-23,4
2023-10-29,GEN_001,정상운영,운전,2023-10-14,2023-11-08,4
2023-10-29,GEN_002,정상운영,대기,2023-09-30,2023-11-10,5
2023-10-29,GEN_003,정상운영,정지,2023-10-15,2023-11-12,2
2023-10-29,GEN_004,정상운영,대기,2023-10-02,2023-11-20,8
2023-10-29,GEN_005,정상운영,운전,2023-10-23,2023-11-13,3
2023-10-29,GEN_006,정상운영,정지,2023-10-20,2023-11-10,11
2023-10-29,GEN_007,정상운영,운전,2023-10-26,2023-11-24,11
2023-10-29,GEN_008,정상운영,운전,2023-10-07,2023-11-24,11
2023-10-29,GEN_009,정상운영,운전,2023-10-12,2023-11-10,7
2023-10-29,GEN_010,정상운영,운전,2023-10-08,2023-11-14,8
2023-10-30,GEN_001,정비중,운전,2023-10-27,2023-11-22,13
2023-10-30,GEN_002,정상운영,대기,2023-10-01,2023-11-28,9
2023-10-30,GEN_003,정상운영,정지,2023-10-20,2023-11-17,14
2023-10-30,GEN_004,정상운영,정지,2023-10-27,2023-11-21,5
2023-10-30,GEN_005,정상운영,운전,2023-10-07,2023-11-24,10
2023-10-30,GEN_006,정상운영,운전,2023-10-09,2023-11-23,9
2023-10-30,GEN_007,정상운영,정지,2023-10-23,2023-11-19,13
2023-10-30,GEN_008,점검중,대기,2023-10-09,2023-11-22,11
2023-10-30,GEN_009,정상운영,운전,2023-10-02,2023-11-26,13
2023-10-30,GEN_010,정비중,운전,2023-10-11,2023-11-25,3
2023-10-31,GEN_001,정상운영,운전,2023-10-13,2023-11-26,9
2023-10-31,GEN_002,정상운영,운전,2023-10-22,2023-11-18,12
2023-10-31,GEN_003,정상운영,운전,2023-10-26,2023-11-11,9
2023-10-31,GEN_004,정비중,운전,2023-10-05,2023-11-26,6
2023-10-31,GEN_005,점검중,정지,2023-10-04,2023-11-27,12
2023-10-31,GEN_006,정상운영,운전,2023-10-23,2023-11-15,2
2023-10-31,GEN_007,정상운영,운전,2023-10-20,2023-11-14,6
2023-10-31,GEN_008,정상운영,운전,2023-10-16,2023-11-21,2
2023-10-31,GEN_009,정상운영,운전,2023-10-09,2023-11-23,7
2023-10-31,GEN_010,정비중,운전,2023-10-29,2023-11-16,7
2023-11-01,GEN_001,정상운영,운전,2023-10-21,2023-11-30,2
2023-11-01,GEN_002,정상운영,운전,2023-10-03,2023-11-16,14
2023-11-01,GEN_003,정상운영,운전,2023-10-20,2023-11-27,14
2023-11-01,GEN_004,정상운영,운전,2023-10-29,2023-11-30,4
2023-11-01,GEN_005,정상운영,운전,2023-10-10,2023-11-17,13
2023-11-01,GEN_006,정상운영,운전,2023-10-30,2023-11-13,13
2023-11-01,GEN_007,정상운영,운전,2023-10-18,2023-11-19,8
2023-11-01,GEN_008,정상운영,운전,2023-10-06,2023-11-24,14
2023-11-01,GEN_009,고장,정지,2023-10-13,2023-11-29,2
2023-11-01,GEN_010,정상운영,대기,2023-10-04,2023-11-11,3
2023-11-02,GEN_001,정상운영,정지,2023-10-30,2023-11-26,3
2023-11-02,GEN_002,정상운영,대기,2023-11-01,2023-12-01,6
2023-11-02,GEN_003,정상운영,운전,2023-10-17,2023-11-15,11
2023-11-02,GEN_004,정비중,운전,2023-10-30,2023-11-12,13
2023-11-02,GEN_005,정상운영,운전,2023-10-08,2023-11-12,6
2023-11-02,GEN_006,정비중,운전,2023-10-07,2023-11-21,12
2023-11-02,GEN_007,정상운영,대기,2023-10-16,2023-11-26,8
2023-11-02,GEN_008,정상운영,운전,2023-10-09,2023-11-15,12
2023-11-02,GEN_009,점검중,운전,2023-10-17,2023-11-18,8
2023-11-02,GEN_010,점검중,운전,2023-10-22,2023-11-15,10
2023-11-03,GEN_001,정상운영,대기,2023-11-01,2023-11-13,14
2023-11-03,GEN_002,정상운영,운전,2023-10-09,2023-11-21,3
2023-11-03,GEN_003,정상운영,운전,2023-10-31,2023-11-18,4
2023-11-03,GEN_004,정상운영,정지,2023-10-23,2023-11-25,5
2023-11-03,GEN_005,정상운영,운전,2023-10-25,2023-11-29,2
2023-11-03,GEN_006,정상운영,운전,2023-10-18,2023-12-02,13
2023-11-03,GEN_007,정상운영,대기,2023-10-09,2023-11-19,9
2023-11-03,GEN_008,정상운영,정지,2023-10-15,2023-11-25,8
2023-11-03,GEN_009,점검중,운전,2023-10-09,2023-11-27,12
2023-11-03,GEN_010,정상운영,대기,2023-10-18,2023-11-16,13
